index,timestamp,datetime,soil_moisture_raw,soil_temp_c,air_temp_c,air_humidity_pct,lux,checksum_ok
642,1774086200,2026-03-21 09:43:20,3406,17.12,18.89,37.11,2362.5,OK
643,1774086800,2026-03-21 09:53:20,3412,17.18,18.41,37.41,2691.6,OK
644,1774087400,2026-03-21 10:03:20,3409,17.25,18.69,36.03,3121.6,OK
645,1774088000,2026-03-21 10:13:20,3413,17.18,19.40,35.16,3025.0,OK
646,1774088600,2026-03-21 10:23:20,3415,17.25,17.93,38.65,2542.5,OK
647,1774089200,2026-03-21 10:33:20,3413,17.25,18.08,40.08,2035.8,OK
648,1774089800,2026-03-21 10:43:20,3417,17.31,18.95,43.21,2705.8,OK
649,1774090400,2026-03-21 10:53:20,3420,17.25,18.84,39.66,2110.8,OK
650,1774091000,2026-03-21 11:03:20,3420,17.31,18.84,39.48,2053.3,OK
651,1774091600,2026-03-21 11:13:20,3423,17.31,18.70,39.98,1639.1,OK
652,1774092200,2026-03-21 11:23:20,3425,17.31,19.23,38.41,2443.3,OK
653,1774092800,2026-03-21 11:33:20,3424,17.37,19.49,37.56,3361.6,OK
654,1774093400,2026-03-21 11:43:20,3424,17.37,19.41,37.80,2335.0,OK
655,1774094000,2026-03-21 11:53:20,3425,17.37,19.84,36.85,3763.3,OK
656,1774094600,2026-03-21 12:03:20,3426,17.43,20.02,37.86,3394.9,OK
657,1774095200,2026-03-21 12:13:20,3426,17.50,20.90,35.78,4909.1,OK
658,1774095800,2026-03-21 12:23:20,3429,17.62,20.71,35.43,4851.6,OK
659,1774096400,2026-03-21 12:33:20,3425,17.68,20.63,35.31,4829.1,OK
660,1774097000,2026-03-21 12:43:20,3426,17.81,21.36,35.53,4424.1,OK
661,1774097600,2026-03-21 12:53:20,3424,18.00,20.96,37.20,4772.5,OK
662,1774098200,2026-03-21 13:03:20,3425,18.12,20.79,35.60,4289.1,OK
663,1774098800,2026-03-21 13:13:20,3426,18.31,21.12,35.93,4215.8,OK
664,1774099400,2026-03-21 13:23:20,3426,18.37,20.99,36.05,4822.5,OK
665,1774100000,2026-03-21 13:33:20,3427,18.56,20.86,36.13,3916.6,OK
666,1774100600,2026-03-21 13:43:20,3428,18.68,20.54,39.51,4540.0,OK
667,1774101200,2026-03-21 13:53:20,3427,18.75,21.06,43.54,4751.6,OK
668,1774101800,2026-03-21 14:03:20,3428,18.81,20.28,43.78,4412.5,OK
669,1774102400,2026-03-21 14:13:20,3431,18.93,20.83,43.31,4715.8,OK
670,1774103000,2026-03-21 14:23:20,3432,19.00,21.15,40.98,4990.0,OK
671,1774103600,2026-03-21 14:33:20,3434,19.06,20.35,42.52,4043.3,OK
672,1774104200,2026-03-21 14:43:20,3435,19.12,21.22,38.78,4030.8,OK
673,1774104800,2026-03-21 14:53:20,3438,19.12,20.48,40.74,2915.8,OK
674,1774105400,2026-03-21 15:03:20,3441,19.18,18.94,43.73,2272.5,OK
675,1774106000,2026-03-21 15:13:20,3443,19.18,19.17,41.86,1460.0,OK
676,1774106600,2026-03-21 15:23:20,3444,19.12,19.16,41.40,1310.0,OK
677,1774107200,2026-03-21 15:33:20,3449,19.06,18.75,41.77,1123.3,OK
678,1774107800,2026-03-21 15:43:20,3457,18.93,19.58,39.71,1045.0,OK
679,1774108400,2026-03-21 15:53:20,3457,18.81,18.58,41.76,1053.3,OK
680,1774109000,2026-03-21 16:03:20,3461,18.75,18.81,41.00,998.3,OK
681,1774109600,2026-03-21 16:13:20,3464,18.62,19.51,40.77,1209.1,OK
682,1774110200,2026-03-21 16:23:20,3470,18.50,19.20,40.28,850.8,OK
683,1774110800,2026-03-21 16:33:20,3473,18.43,18.50,42.06,521.6,OK
684,1774111400,2026-03-21 16:43:20,3474,18.37,18.97,40.88,405.8,OK
685,1774112000,2026-03-21 16:53:20,3476,18.25,18.29,43.45,647.5,OK
686,1774112600,2026-03-21 17:03:20,3480,18.18,18.26,44.15,521.6,OK
687,1774113200,2026-03-21 17:13:20,3484,18.12,18.30,44.12,592.5,OK
688,1774113800,2026-03-21 17:23:20,3487,18.00,18.18,45.01,694.1,OK
689,1774114400,2026-03-21 17:33:20,3487,17.93,18.62,44.15,633.3,OK
690,1774115000,2026-03-21 17:43:20,3493,17.87,18.49,44.28,383.3,OK
691,1774115600,2026-03-21 17:53:20,3489,17.75,18.43,44.20,209.1,OK
692,1774116200,2026-03-21 18:03:20,3495,17.68,18.24,45.20,113.3,OK
693,1774116800,2026-03-21 18:13:20,3498,17.68,18.34,44.98,59.1,OK
694,1774117400,2026-03-21 18:23:20,3501,17.62,18.46,44.43,20.8,OK
695,1774118000,2026-03-21 18:33:20,3504,17.56,17.78,46.19,5.0,OK
696,1774118600,2026-03-21 18:43:20,3503,17.56,18.47,44.65,2.5,OK
697,1774119200,2026-03-21 18:53:20,3510,17.50,18.00,46.70,2.5,OK
698,1774119800,2026-03-21 19:03:20,3512,17.43,18.46,45.12,1.6,OK
699,1774120400,2026-03-21 19:13:20,3512,17.37,18.41,45.00,2.5,OK
700,1774121000,2026-03-21 19:23:20,3512,17.31,17.87,46.43,2.5,OK
701,1774121600,2026-03-21 19:33:20,3518,17.31,17.75,46.80,2.5,OK
702,1774122200,2026-03-21 19:43:20,3520,17.25,17.91,45.45,1.6,OK
703,1774122800,2026-03-21 19:53:20,3521,17.18,17.75,46.21,2.5,OK
704,1774123400,2026-03-21 20:03:20,3525,17.18,17.42,48.26,1.6,OK
705,1774124000,2026-03-21 20:13:20,3531,17.12,17.62,49.26,2.5,OK
706,1774124600,2026-03-21 20:23:20,3529,17.06,17.82,50.01,1.6,OK
707,1774125200,2026-03-21 20:33:20,3531,17.00,18.03,49.44,2.5,OK
708,1774125800,2026-03-21 20:43:20,3533,17.00,18.23,49.01,2.5,OK
709,1774126400,2026-03-21 20:53:20,3535,16.93,18.28,49.17,2.5,OK
710,1774127000,2026-03-21 21:03:20,3533,16.93,17.80,50.07,2.5,OK
711,1774127600,2026-03-21 21:13:20,3533,16.93,17.60,50.92,1.6,OK
712,1774128200,2026-03-21 21:23:20,3541,16.93,17.22,50.35,2.5,OK
713,1774128800,2026-03-21 21:33:20,3540,16.93,17.58,47.89,1.6,OK
714,1774129400,2026-03-21 21:43:20,3545,16.87,17.40,49.12,1.6,OK
715,1774130000,2026-03-21 21:53:20,3545,16.81,17.23,48.58,2.5,OK
716,1774130600,2026-03-21 22:03:20,3545,16.81,17.37,48.39,2.5,OK
717,1774131200,2026-03-21 22:13:20,3552,16.75,17.55,47.51,2.5,OK
718,1774131800,2026-03-21 22:23:20,3549,16.68,17.71,46.79,2.5,OK
719,1774132400,2026-03-21 22:33:20,3552,16.62,17.93,48.17,2.5,OK
720,1774133000,2026-03-21 22:43:20,3556,16.62,18.54,46.45,2.5,OK
721,1774133600,2026-03-21 22:53:20,3557,16.62,18.36,47.36,2.5,OK
722,1774134200,2026-03-21 23:03:20,3557,16.68,18.13,46.54,2.5,OK
723,1774134800,2026-03-21 23:13:20,3554,16.68,18.43,47.40,2.5,OK
724,1774135400,2026-03-21 23:23:20,3559,16.75,18.38,47.15,2.5,OK
725,1774136000,2026-03-21 23:33:20,3559,16.81,18.52,46.87,2.5,OK
726,1774136600,2026-03-21 23:43:20,3562,16.81,18.40,47.55,2.5,OK
727,1774137200,2026-03-21 23:53:20,3559,16.87,18.47,47.93,2.5,OK
728,1774137800,2026-03-22 00:03:20,3564,16.93,18.56,46.47,2.5,OK
729,1774138400,2026-03-22 00:13:20,3565,16.93,18.44,47.24,1.6,OK
730,1774139000,2026-03-22 00:23:20,3566,17.00,18.70,47.62,2.5,OK
731,1774139600,2026-03-22 00:33:20,3569,17.06,18.26,47.50,0.0,OK
732,1774140200,2026-03-22 00:43:20,3572,17.12,21.27,42.33,0.0,OK
733,1774140800,2026-03-22 00:53:20,3574,17.12,22.50,40.61,0.0,OK
734,1774141400,2026-03-22 01:03:20,3576,17.12,22.28,40.80,0.0,OK
735,1774142000,2026-03-22 01:13:20,3574,17.25,22.47,40.95,0.0,OK
736,1774142600,2026-03-22 01:23:20,3568,17.43,22.35,41.25,0.0,OK
737,1774143200,2026-03-22 01:33:20,3570,17.68,22.50,41.07,0.0,OK
738,1774143800,2026-03-22 01:43:20,3573,17.93,22.49,41.20,0.0,OK
739,1774144400,2026-03-22 01:53:20,3565,18.18,22.75,41.05,0.0,OK
740,1774145000,2026-03-22 02:03:20,3564,18.43,22.71,40.96,0.0,OK
741,1774145601,2026-03-22 02:13:21,3564,18.68,22.81,40.95,0.0,OK
742,1774146201,2026-03-22 02:23:21,3560,18.93,22.76,41.00,0.0,OK
743,1774146801,2026-03-22 02:33:21,3567,19.06,22.92,41.17,0.0,OK
744,1774147401,2026-03-22 02:43:21,3561,19.31,23.05,41.04,0.0,OK
745,1774148001,2026-03-22 02:53:21,3560,19.43,22.87,41.48,0.0,OK
746,1774148601,2026-03-22 03:03:21,3563,19.62,23.12,41.34,0.0,OK
747,1774149201,2026-03-22 03:13:21,3560,19.81,22.99,41.34,0.0,OK
748,1774149801,2026-03-22 03:23:21,3560,19.93,22.99,41.76,0.0,OK
749,1774150401,2026-03-22 03:33:21,3560,20.06,23.09,41.31,0.0,OK
750,1774151001,2026-03-22 03:43:21,3562,20.18,22.98,41.73,0.0,OK
751,1774151601,2026-03-22 03:53:21,3561,20.31,23.08,41.41,0.0,OK
752,1774152201,2026-03-22 04:03:21,3569,20.37,22.94,41.66,0.0,OK
753,1774152801,2026-03-22 04:13:21,3568,20.43,22.99,41.75,0.0,OK
754,1774153401,2026-03-22 04:23:21,3574,20.56,22.98,41.45,0.0,OK
755,1774154001,2026-03-22 04:33:21,3565,20.62,22.91,41.78,0.0,OK
756,1774154601,2026-03-22 04:43:21,3570,20.75,23.03,41.32,0.0,OK
757,1774155201,2026-03-22 04:53:21,3573,20.75,22.92,41.73,0.0,OK
758,1774155801,2026-03-22 05:03:21,3569,20.87,23.13,41.30,0.0,OK
759,1774156401,2026-03-22 05:13:21,3572,20.87,22.94,41.77,0.0,OK
760,1774157001,2026-03-22 05:23:21,3568,20.93,23.13,41.50,0.0,OK
761,1774157601,2026-03-22 05:33:21,3572,20.93,23.15,41.30,0.0,OK
762,1774158201,2026-03-22 05:43:21,3575,21.06,23.12,41.73,0.0,OK
763,1774158801,2026-03-22 05:53:21,3576,21.06,23.18,41.50,2.5,OK
764,1774159401,2026-03-22 06:03:21,3581,21.06,23.10,41.70,11.6,OK
765,1774160001,2026-03-22 06:13:21,3580,21.12,23.25,41.51,29.9,OK
766,1774160601,2026-03-22 06:23:21,3581,21.12,23.06,41.59,40.8,OK
767,1774161201,2026-03-22 06:33:21,3584,21.18,23.24,41.82,91.6,OK
768,1774161801,2026-03-22 06:43:21,3585,21.18,23.22,41.19,197.4,OK
769,1774162401,2026-03-22 06:53:21,3582,21.25,23.24,41.57,263.3,OK
770,1774163001,2026-03-22 07:03:21,3583,21.25,23.27,41.31,321.6,OK
771,1774163601,2026-03-22 07:13:21,3587,21.31,23.13,41.70,398.3,OK
772,1774164201,2026-03-22 07:23:21,3587,21.31,23.28,41.48,365.8,OK
773,1774164801,2026-03-22 07:33:21,3590,21.37,23.04,41.78,287.5,OK
774,1774165401,2026-03-22 07:43:21,3591,21.37,23.20,41.44,416.6,OK
775,1774166001,2026-03-22 07:53:21,3590,21.43,23.14,41.36,515.0,OK
776,1774166601,2026-03-22 08:03:21,3595,21.43,23.33,41.41,577.5,OK
777,1774167201,2026-03-22 08:13:21,3598,21.43,23.33,41.05,577.5,OK
778,1774167801,2026-03-22 08:23:21,3598,21.50,23.42,41.01,769.9,OK
779,1774168401,2026-03-22 08:33:21,3597,21.50,23.56,39.27,859.1,OK
780,1774169001,2026-03-22 08:43:21,3595,21.50,23.44,40.42,771.6,OK
781,1774169601,2026-03-22 08:53:21,3595,21.56,23.66,40.31,882.4,OK
782,1774170201,2026-03-22 09:03:21,3599,21.56,23.67,40.09,1195.0,OK
783,1774170801,2026-03-22 09:13:21,3595,21.62,23.93,39.92,1362.5,OK
784,1774171401,2026-03-22 09:23:21,3600,21.68,23.76,39.84,1216.6,OK
785,1774172001,2026-03-22 09:33:21,3600,21.75,23.80,40.20,1250.8,OK
786,1774172601,2026-03-22 09:43:21,3600,21.75,23.93,39.88,1211.6,OK
787,1774173201,2026-03-22 09:53:21,3602,21.81,23.78,40.09,1248.3,OK
788,1774173801,2026-03-22 10:03:21,3601,21.87,23.89,40.26,1127.5,OK
789,1774174401,2026-03-22 10:13:21,3600,21.87,23.75,40.40,1089.1,OK
790,1774175001,2026-03-22 10:23:21,3603,21.93,23.83,40.52,1191.6,OK
791,1774175601,2026-03-22 10:33:21,3601,22.00,23.84,40.06,1307.5,OK
792,1774176201,2026-03-22 10:43:21,3603,22.00,23.69,39.70,1299.1,OK
793,1774176801,2026-03-22 10:53:21,3601,22.06,20.46,41.91,1370.0,OK
794,1774177401,2026-03-22 11:03:21,3604,22.06,19.68,44.11,1303.3,OK
795,1774178001,2026-03-22 11:13:21,3608,21.93,19.38,44.62,1351.6,OK
796,1774178601,2026-03-22 11:23:21,3612,21.75,19.40,42.42,1289.1,OK
797,1774179201,2026-03-22 11:33:21,3621,21.43,19.33,43.58,1285.0,OK
798,1774179801,2026-03-22 11:43:21,3619,21.12,19.26,42.38,1315.0,OK
799,1774180401,2026-03-22 11:53:21,3620,20.81,18.85,44.57,1391.6,OK
800,1774181001,2026-03-22 12:03:21,3627,20.56,18.95,45.05,1501.6,OK
801,1774181601,2026-03-22 12:13:21,3636,20.25,18.76,45.60,1578.3,OK
802,1774182201,2026-03-22 12:23:21,3632,20.00,18.87,44.47,1604.1,OK
803,1774182801,2026-03-22 12:33:21,3641,19.75,19.65,42.89,1913.3,OK
804,1774183401,2026-03-22 12:43:21,3643,19.56,19.41,43.10,1790.8,OK
805,1774184001,2026-03-22 12:53:21,3646,19.37,19.08,43.58,1778.3,OK
806,1774184601,2026-03-22 13:03:21,3647,19.25,19.32,42.97,1734.1,OK
807,1774185201,2026-03-22 13:13:21,3651,19.18,19.58,42.52,1456.6,OK
808,1774185801,2026-03-22 13:23:21,3654,19.06,18.93,44.42,1464.1,OK
809,1774186401,2026-03-22 13:33:21,3654,18.93,18.99,43.91,1196.6,OK
810,1774187001,2026-03-22 13:43:21,3659,18.87,20.01,42.30,1011.6,OK
811,1774187601,2026-03-22 13:53:21,3655,18.81,19.35,43.72,1026.6,OK
812,1774188201,2026-03-22 14:03:21,3657,18.75,19.03,43.46,998.3,OK
813,1774188801,2026-03-22 14:13:21,3664,18.68,19.23,43.96,970.8,OK
814,1774189401,2026-03-22 14:23:21,3668,18.62,19.32,44.32,824.9,OK
815,1774190001,2026-03-22 14:33:21,3665,18.56,19.01,45.53,715.0,OK
816,1774190601,2026-03-22 14:43:21,3668,18.50,17.65,46.95,847.4,OK
817,1774191201,2026-03-22 14:53:21,3676,18.50,17.62,48.08,737.5,OK
818,1774191801,2026-03-22 15:03:21,3678,18.37,19.43,42.14,816.6,OK
819,1774192401,2026-03-22 15:13:21,3681,18.25,18.62,44.17,803.3,OK
820,1774193001,2026-03-22 15:23:21,3684,18.18,18.79,42.88,711.6,OK
821,1774193601,2026-03-22 15:33:21,3684,18.12,19.16,41.80,608.3,OK
822,1774194201,2026-03-22 15:43:21,3685,18.06,19.66,40.68,562.5,OK
823,1774194801,2026-03-22 15:53:21,3690,18.06,19.08,41.99,509.1,OK
824,1774195401,2026-03-22 16:03:21,3687,18.00,19.12,41.51,432.4,OK
825,1774196001,2026-03-22 16:13:21,3687,18.06,18.56,42.96,390.8,OK
826,1774196601,2026-03-22 16:23:21,3685,18.00,18.46,43.57,332.5,OK
827,1774197201,2026-03-22 16:33:21,3691,18.06,18.05,44.57,282.5,OK
828,1774197801,2026-03-22 16:43:21,3690,18.00,18.75,41.76,234.1,OK
829,1774198401,2026-03-22 16:53:21,3692,17.93,19.20,40.98,192.4,OK
830,1774199001,2026-03-22 17:03:21,3694,17.93,18.74,41.69,193.3,OK
831,1774199601,2026-03-22 17:13:21,3693,17.87,18.71,41.31,196.6,OK
832,1774200201,2026-03-22 17:23:21,3694,17.87,18.54,42.44,151.6,OK
833,1774200801,2026-03-22 17:33:21,3696,17.87,19.35,40.49,134.1,OK
834,1774201401,2026-03-22 17:43:21,3703,17.81,18.70,42.32,101.6,OK
835,1774202001,2026-03-22 17:53:21,3697,17.81,18.49,42.60,72.5,OK
836,1774202601,2026-03-22 18:03:21,3697,17.81,19.18,41.60,43.3,OK
837,1774203201,2026-03-22 18:13:21,3703,17.81,19.88,40.69,23.3,OK
838,1774203801,2026-03-22 18:23:21,3703,17.81,19.18,42.21,8.3,OK
839,1774204401,2026-03-22 18:33:21,3706,17.87,20.22,39.70,1.6,OK
840,1774205001,2026-03-22 18:43:21,3702,17.81,19.28,42.65,2.5,OK
841,1774205601,2026-03-22 18:53:21,3708,17.87,19.50,42.54,2.5,OK
842,1774206201,2026-03-22 19:03:21,3703,17.93,19.64,46.17,2.5,OK
843,1774206801,2026-03-22 19:13:21,3704,17.93,19.03,48.73,2.5,OK
844,1774207401,2026-03-22 19:23:21,3699,18.00,18.81,46.55,0.0,OK
845,1774208001,2026-03-22 19:33:21,3707,18.06,19.14,43.16,0.0,OK
846,1774208601,2026-03-22 19:43:21,3707,18.06,18.64,44.77,0.0,OK
847,1774209201,2026-03-22 19:53:21,3707,18.06,18.89,43.45,0.0,OK
848,1774209801,2026-03-22 20:03:21,3700,18.06,19.07,43.06,0.0,OK
849,1774210401,2026-03-22 20:13:21,3705,18.00,19.62,42.20,0.0,OK
850,1774211001,2026-03-22 20:23:21,3706,18.00,19.41,42.24,0.0,OK
851,1774211601,2026-03-22 20:33:21,3710,18.00,19.35,41.90,0.0,OK
852,1774212201,2026-03-22 20:43:21,3712,18.00,19.44,42.11,0.0,OK
853,1774212801,2026-03-22 20:53:21,3710,18.00,19.48,41.36,0.0,OK
854,1774213401,2026-03-22 21:03:21,3709,18.06,19.63,41.63,2.5,OK
855,1774214001,2026-03-22 21:13:21,3716,18.06,20.18,40.85,2.5,OK
856,1774214601,2026-03-22 21:23:21,3720,18.06,20.19,41.72,2.5,OK
857,1774215201,2026-03-22 21:33:21,3718,18.12,20.30,39.87,2.5,OK
858,1774215801,2026-03-22 21:43:21,3714,18.12,20.59,40.49,2.5,OK
859,1774216401,2026-03-22 21:53:21,3712,18.18,19.95,40.49,2.5,OK
860,1774217001,2026-03-22 22:03:21,3714,18.25,20.52,41.32,2.5,OK
861,1774217601,2026-03-22 22:13:21,3712,18.31,19.84,40.71,2.5,OK
862,1774218201,2026-03-22 22:23:21,3712,18.31,20.49,41.57,2.5,OK
863,1774218801,2026-03-22 22:33:21,3711,18.37,20.62,41.83,2.5,OK
864,1774219401,2026-03-22 22:43:21,3712,18.43,20.23,44.24,2.5,OK
865,1774220001,2026-03-22 22:53:21,3713,18.50,20.34,41.76,2.5,OK
866,1774220601,2026-03-22 23:03:21,3711,18.50,20.34,43.67,2.5,OK
867,1774221201,2026-03-22 23:13:21,3710,18.56,20.44,42.96,2.5,OK
868,1774221801,2026-03-22 23:23:21,3711,18.62,20.49,42.58,2.5,OK
869,1774222401,2026-03-22 23:33:21,3710,18.62,19.99,43.82,2.5,OK
870,1774223001,2026-03-22 23:43:21,3713,18.62,20.16,43.05,2.5,OK
871,1774223601,2026-03-22 23:53:21,3716,18.68,19.77,44.27,2.5,OK
872,1774224201,2026-03-23 00:03:21,3717,18.62,20.00,42.94,2.5,OK
873,1774224801,2026-03-23 00:13:21,3719,18.62,19.83,44.32,2.5,OK
874,1774225401,2026-03-23 00:23:21,3719,18.62,19.42,43.83,2.5,OK
875,1774226001,2026-03-23 00:33:21,3716,18.62,19.97,42.85,2.5,OK
876,1774226601,2026-03-23 00:43:21,3716,18.56,20.73,43.17,0.0,OK
877,1774227201,2026-03-23 00:53:21,3723,18.56,22.50,40.97,0.0,OK
878,1774227801,2026-03-23 01:03:21,3718,18.56,22.84,40.56,0.0,OK
879,1774228401,2026-03-23 01:13:21,3721,18.62,22.80,40.87,0.0,OK
880,1774229001,2026-03-23 01:23:21,3719,18.75,22.87,40.99,0.0,OK
881,1774229601,2026-03-23 01:33:21,3715,18.87,23.14,40.77,0.0,OK
882,1774230201,2026-03-23 01:43:21,3717,19.12,22.99,41.36,0.0,OK
883,1774230801,2026-03-23 01:53:21,3713,19.25,22.89,41.84,0.0,OK
884,1774231401,2026-03-23 02:03:21,3710,19.50,23.05,41.71,0.0,OK
885,1774232001,2026-03-23 02:13:21,3713,19.62,23.01,41.70,0.0,OK
886,1774232601,2026-03-23 02:23:21,3711,19.81,23.01,41.87,0.0,OK
887,1774233201,2026-03-23 02:33:21,3706,20.00,23.04,41.61,0.0,OK
888,1774233801,2026-03-23 02:43:21,3704,20.12,23.00,41.88,0.0,OK
889,1774234401,2026-03-23 02:53:21,3709,20.25,23.10,42.03,0.0,OK
890,1774235001,2026-03-23 03:03:21,3702,20.31,23.24,41.92,0.0,OK
891,1774235601,2026-03-23 03:13:21,3701,20.50,23.03,42.26,0.0,OK
892,1774236202,2026-03-23 03:23:22,3703,20.56,23.22,42.13,0.0,OK
893,1774236802,2026-03-23 03:33:22,3693,20.68,23.30,41.97,0.0,OK
894,1774237402,2026-03-23 03:43:22,3698,20.75,23.11,42.45,0.0,OK
895,1774238002,2026-03-23 03:53:22,3701,20.87,23.27,42.70,0.0,OK
896,1774238602,2026-03-23 04:03:22,3703,20.93,23.34,42.61,0.0,OK
897,1774239202,2026-03-23 04:13:22,3699,21.00,23.14,42.93,0.0,OK
898,1774239802,2026-03-23 04:23:22,3701,21.06,23.25,42.91,0.0,OK
899,1774240402,2026-03-23 04:33:22,3702,21.12,23.27,43.09,0.0,OK
900,1774241002,2026-03-23 04:43:22,3702,21.18,23.22,43.14,0.0,OK
901,1774241602,2026-03-23 04:53:22,3701,21.25,23.31,42.84,0.0,OK
902,1774242202,2026-03-23 05:03:22,3693,21.31,23.12,43.37,0.0,OK
903,1774242802,2026-03-23 05:13:22,3699,21.31,23.27,42.97,0.0,OK
904,1774243402,2026-03-23 05:23:22,3700,21.37,23.14,42.84,0.0,OK
905,1774244002,2026-03-23 05:33:22,3700,21.37,23.26,42.76,0.0,OK
906,1774244602,2026-03-23 05:43:22,3700,21.43,23.37,42.65,0.8,OK
907,1774245202,2026-03-23 05:53:22,3701,21.50,23.18,43.19,8.3,OK
908,1774245802,2026-03-23 06:03:22,3703,21.50,23.28,42.89,32.5,OK
909,1774246402,2026-03-23 06:13:22,3702,21.50,23.24,42.99,82.5,OK
910,1774247002,2026-03-23 06:23:22,3704,21.56,23.27,42.90,172.5,OK
911,1774247602,2026-03-23 06:33:22,3701,21.56,23.34,42.85,255.8,OK
912,1774248202,2026-03-23 06:43:22,3702,21.56,23.30,43.06,291.6,OK
913,1774248802,2026-03-23 06:53:22,3701,21.56,23.47,42.64,491.6,OK
914,1774249402,2026-03-23 07:03:22,3706,21.56,23.56,42.36,798.3,OK
915,1774250002,2026-03-23 07:13:22,3707,21.62,23.57,42.40,941.6,OK
916,1774250602,2026-03-23 07:23:22,3705,21.62,23.76,42.00,915.8,OK
917,1774251202,2026-03-23 07:33:22,3708,21.68,23.70,42.08,950.8,OK
918,1774251802,2026-03-23 07:43:22,3707,21.75,23.68,42.51,1026.6,OK
919,1774252402,2026-03-23 07:53:22,3709,21.81,23.84,41.95,1195.0,OK
920,1774253002,2026-03-23 08:03:22,3706,21.87,23.90,41.94,1373.3,OK
921,1774253602,2026-03-23 08:13:22,3702,21.93,24.16,41.25,1734.9,OK
922,1774254202,2026-03-23 08:23:22,3703,21.93,24.33,41.12,2348.3,OK
923,1774254802,2026-03-23 08:33:22,3701,22.00,24.73,39.91,2845.8,OK
924,1774255402,2026-03-23 08:43:22,3698,22.06,24.63,39.76,2906.6,OK
925,1774256002,2026-03-23 08:53:22,3702,22.12,24.80,40.09,2930.0,OK
926,1774256602,2026-03-23 09:03:22,3702,22.25,25.23,39.42,3595.8,OK
927,1774257202,2026-03-23 09:13:22,3702,23.40,27.54,36.96,2829.2,INTERP
928,1774257802,2026-03-23 09:23:22,3698,23.45,27.68,37.04,2742.2,INTERP
929,1774258402,2026-03-23 09:33:22,3707,23.35,27.23,36.27,2443.9,INTERP
930,1774259002,2026-03-23 09:43:22,3703,23.45,27.40,36.72,2463.3,INTERP
931,1774259602,2026-03-23 09:53:22,3709,23.24,27.41,37.09,3183.1,INTERP
932,1774260202,2026-03-23 10:03:22,3704,23.20,26.85,37.55,2980.7,INTERP
933,1774260802,2026-03-23 10:13:22,3710,23.07,27.39,36.67,3207.5,INTERP
934,1774261402,2026-03-23 10:23:22,3710,23.11,27.17,37.31,2762.5,INTERP
935,1774262002,2026-03-23 10:33:22,3708,23.01,26.82,37.65,2796.3,INTERP
936,1774262602,2026-03-23 10:43:22,3709,22.98,26.75,37.48,2809.1,INTERP
937,1774263202,2026-03-23 10:53:22,3716,22.95,26.34,37.38,3306.3,INTERP
938,1774263802,2026-03-23 11:03:22,3710,22.97,26.71,37.74,3401.9,INTERP
939,1774264402,2026-03-23 11:13:22,3715,22.80,26.39,37.49,3251.7,INTERP
940,1774265002,2026-03-23 11:23:22,3715,22.79,26.83,37.99,3278.1,INTERP
941,1774265602,2026-03-23 11:33:22,3713,22.75,26.69,38.18,2378.8,INTERP
942,1774266202,2026-03-23 11:43:22,3716,22.56,25.84,38.17,2576.9,INTERP
943,1774266802,2026-03-23 11:53:22,3721,22.59,26.69,38.30,2136.6,INTERP
944,1774267402,2026-03-23 12:03:22,3713,22.46,25.93,38.48,2431.4,INTERP
945,1774268002,2026-03-23 12:13:22,3712,22.51,26.03,38.51,2458.1,INTERP
946,1774268602,2026-03-23 12:23:22,3726,22.43,25.55,38.50,1969.7,INTERP
947,1774269202,2026-03-23 12:33:22,3721,22.21,25.68,38.49,1802.1,INTERP
948,1774269802,2026-03-23 12:43:22,3722,22.38,25.22,39.47,1715.0,INTERP
949,1774270402,2026-03-23 12:53:22,3727,22.03,25.65,39.71,1663.4,INTERP
950,1774271002,2026-03-23 13:03:22,3718,22.15,25.47,39.21,2058.6,INTERP
951,1774271602,2026-03-23 13:13:22,3722,22.03,24.62,39.55,1461.3,INTERP
952,1774272202,2026-03-23 13:23:22,3734,21.88,24.69,39.66,1417.9,INTERP
953,1774272802,2026-03-23 13:33:22,3724,21.94,24.85,40.43,1200.7,INTERP
954,1774273402,2026-03-23 13:43:22,3725,21.90,24.35,40.58,1408.6,INTERP
955,1774274002,2026-03-23 13:53:22,3728,21.73,24.91,40.16,1194.4,INTERP
956,1774274602,2026-03-23 14:03:22,3723,21.62,24.54,40.11,1070.2,INTERP
957,1774275202,2026-03-23 14:13:22,3729,21.40,24.42,40.73,852.7,INTERP
958,1774275802,2026-03-23 14:23:22,3735,21.44,24.34,40.42,772.1,INTERP
959,1774276402,2026-03-23 14:33:22,3731,21.54,23.45,41.43,899.5,INTERP
960,1774277002,2026-03-23 14:43:22,3735,21.38,23.20,42.12,485.0,INTERP
961,1774277602,2026-03-23 14:53:22,3731,21.19,23.66,41.52,516.1,INTERP
962,1774278202,2026-03-23 15:03:22,3733,21.12,23.29,40.47,534.5,INTERP
963,1774278802,2026-03-23 15:13:22,3730,20.98,23.63,42.09,318.5,INTERP
964,1774279402,2026-03-23 15:23:22,3734,20.94,23.25,41.39,245.1,INTERP
965,1774280002,2026-03-23 15:33:22,3740,21.02,23.40,42.22,167.4,INTERP
966,1774280602,2026-03-23 15:43:22,3735,20.89,23.54,42.23,193.8,INTERP
967,1774281202,2026-03-23 15:53:22,3734,20.74,22.29,42.21,59.7,INTERP
968,1774281802,2026-03-23 16:03:22,3737,20.51,23.13,42.39,85.0,INTERP
